profile_id,type_profil,age,sexe,serie_ou_filiere,competences_clefs,objectif_ou_metier,filiere_associee,score_adéquation_global
STD_2026_0001,Étudiant,21,M,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,50.94
STD_2026_0595,Étudiant,17,M,A1,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Responsable Maintenance,EMII,51.47
STD_2026_0596,Étudiant,20,F,A2,Métré et devis; Calcul de structures; Résolution de problèmes,Architecte collaborateur,GCA,53.04
STD_2026_0597,Étudiant,18,M,L,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Responsable d'extraction,ICMP,28.44
STD_2026_0598,Étudiant,17,M,C,C/C++ embarqué; Électronique numérique; Résolution de problèmes,Ingénieur Systèmes Embarqués,ESIIA,89.23
STD_2026_0599,Étudiant,16,F,D,Algorithmique & Python; Machine Learning; Résolution de problèmes,Architecte SI,IGGLIA,76.82
STD_2026_0600,Étudiant,21,M,S,UI/UX Design; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,82.68
STD_2026_0601,Étudiant,20,M,G,Statistiques inférentielles; Python / R Data; Résolution de problèmes,Data Scientist,ISAIA,81.66
STD_2026_0602,Étudiant,20,F,Technique,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Guide Patrimoine,TEE,60.3
STD_2026_0603,Étudiant,16,M,A,Gestion événementielle; Management hôtelier; Résolution de problèmes,Chef de projet Événementiel,TEH,73.64
STD_2026_0604,Étudiant,16,M,A1,Negociation internationale; Analyse Marché; Résolution de problèmes,Directeur des Ventes,CAA,70.76
STD_2026_0605,Étudiant,18,M,A2,Rédaction juridique; Droit des contrats; Résolution de problèmes,Juriste d'Entreprise,DTJA,83.4
STD_2026_0606,Étudiant,18,F,L,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Scrum Master,EMP,53.44
STD_2026_0607,Étudiant,21,F,C,Comptabilité générale & analytique; Contrôle de gestion; Résolution de problèmes,Contrôleur de Gestion,FIC,93.04
STD_2026_0608,Étudiant,20,M,D,Zootechnie; Agronomie; Résolution de problèmes,Chef d'exploitation,AEE,82.64
STD_2026_0609,Étudiant,20,M,S,Biochimie alimentaire; Microbiologie; Résolution de problèmes,Responsable Qualité HACCP,IAA,85.46
STD_2026_0610,Étudiant,19,F,G,Analyse en laboratoire; Chimie organique; Résolution de problèmes,Assistant de recherche galénique,PIP,55.5
STD_2026_0611,Étudiant,19,M,Technique,CAO Mécanique; Maintenance industrielle; Résolution de problèmes,Ingénieur Électromécanicien,EMII,71.71
STD_2026_0612,Étudiant,19,M,A,AutoCAD/Revit; Calcul de structures; Résolution de problèmes,Architecte collaborateur,GCA,45.89
STD_2026_0613,Étudiant,19,F,A1,Raffinage et extraction; Normes QHSE; Résolution de problèmes,Responsable d'extraction,ICMP,33.01
STD_2026_0614,Étudiant,21,F,A2,Signal & Traitement; Électronique numérique; Résolution de problèmes,Ingénieur Robotique,ESIIA,45.34
STD_2026_0615,Étudiant,21,F,L,Machine Learning; Génie Logiciel & Java/Web; Résolution de problèmes,Développeur Fullstack,IGGLIA,58.22
STD_2026_0616,Étudiant,19,F,C,UI/UX Design; Développement Web/Mobile; Résolution de problèmes,Développeur Web/Mobile,IMTICIA,77.31
STD_2026_0617,Étudiant,18,M,D,Python / R Data; Machine Learning & Deep Learning; Résolution de problèmes,Consultant Big Data,ISAIA,84.09
STD_2026_0618,Étudiant,16,F,S,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Chef de projet Développement Durable,TEE,78.17
STD_2026_0619,Étudiant,21,M,G,Management hôtelier; Communication interculturelle; Résolution de problèmes,Directeur de l'Hébergement,TEH,77.33
STD_2026_0620,Étudiant,17,M,Technique,Negociation internationale; Techniques de Vente; Résolution de problèmes,Directeur des Ventes,CAA,48.87
STD_2026_0621,Étudiant,19,F,A,Conseil d'entreprise; Droit des contrats; Résolution de problèmes,Gestionnaire de Contrats,DTJA,71.69
STD_2026_0622,Étudiant,21,F,A1,Analyse financière; Gestion de projet Agile/PMP; Résolution de problèmes,Scrum Master,EMP,70.44
STD_2026_0623,Étudiant,19,M,A2,Gestion de trésorerie; Contrôle de gestion; Résolution de problèmes,Auditeur Financier,FIC,47.64
STD_2026_0624,Étudiant,19,M,L,Agronomie; Analyse des sols; Résolution de problèmes,Responsable d'élevage,AEE,45.77
STD_2026_0625,Étudiant,18,M,C,Microbiologie; Process agroalimentaires; Résolution de problèmes,Ingénieur Agroalimentaire,IAA,83.01
STD_2026_0626,Étudiant,18,F,D,Pharmacologie; Chimie organique; Résolution de problèmes,Délégué médical,PIP,83.13
STD_2026_0627,Étudiant,20,F,S,Maintenance industrielle; CAO Mécanique; Résolution de problèmes,Ingénieur Électromécanicien,EMII,77.86
STD_2026_0628,Étudiant,21,F,G,Conduite de chantier BTP; AutoCAD/Revit; Résolution de problèmes,Architecte collaborateur,GCA,38.76
STD_2026_0629,Étudiant,16,M,Technique,Géologie minière; Raffinage et extraction; Résolution de problèmes,Ingénieur Procédés,ICMP,91.74
STD_2026_0630,Étudiant,16,F,A,Microcontrôleurs IoT; C/C++ embarqué; Résolution de problèmes,Ingénieur Robotique,ESIIA,54.13
STD_2026_0631,Étudiant,18,F,A1,Génie Logiciel & Java/Web; SQL & Bases de données; Résolution de problèmes,Développeur Fullstack,IGGLIA,81.48
STD_2026_0632,Étudiant,16,M,A2,UI/UX Design; Réseaux informatiques; Résolution de problèmes,Développeur Web/Mobile,IMTICIA,78.21
STD_2026_0633,Étudiant,21,F,L,Machine Learning & Deep Learning; Statistiques inférentielles; Résolution de problèmes,Data Scientist,ISAIA,52.95
STD_2026_0634,Étudiant,19,M,C,Écotourisme & Biodiversité; Ingénierie touristique; Résolution de problèmes,Chef de projet Développement Durable,TEE,56.01
STD_2026_0635,Étudiant,17,M,D,Gestion événementielle; Management hôtelier; Résolution de problèmes,Responsable d'Agence de Voyage,TEH,66.55
STD_2026_0636,Étudiant,17,F,S,Negociation internationale; Techniques de Vente; Résolution de problèmes,Responsable Commercial,CAA,69.34
STD_2026_0637,Étudiant,19,F,G,Analyse fiscale; Conseil d'entreprise; Résolution de problèmes,Consultant Fiscaliste,DTJA,69.6
STD_2026_0638,Étudiant,20,F,Technique,Gestion de projet Agile/PMP; Analyse financière; Résolution de problèmes,Chef de Projet,EMP,53.41
STD_2026_0639,Étudiant,19,F,A,Gestion de trésorerie; Audit financier; Résolution de problèmes,Auditeur Financier,FIC,51.42
STD_2026_0640,Étudiant,20,F,A1,Gestion d'exploitation; Analyse des sols; Résolution de problèmes,Conseiller agricole,AEE,72.37
STD_2026_0641,Étudiant,19,F,A2,Microbiologie; Contrôle qualité HACCP; Résolution de problèmes,Responsable Qualité HACCP,IAA,46.9
STD_2026_0642,Étudiant,16,F,L,Analyse en laboratoire; Chimie organique; Résolution de problèmes,Technicien supérieur en pharmacologie,PIP,42.5
STD_2026_0643,Étudiant,17,M,C,Automatisme PLC; CAO Mécanique; Résolution de problèmes,Automaticien,EMII,87.85
STD_2026_0644,Étudiant,19,F,D,Calcul de structures; AutoCAD/Revit; Résolution de problèmes,Architecte collaborateur,GCA,73.77
STD_2026_0645,Étudiant,21,F,S,Génie des procédés; Géologie minière; Résolution de problèmes,Ingénieur Procédés,ICMP,73.36
STD_2026_0646,Étudiant,19,M,G,Signal & Traitement; C/C++ embarqué; Résolution de problèmes,Ingénieur Robotique,ESIIA,60.16
STD_2026_0647,Étudiant,18,M,Technique,Génie Logiciel & Java/Web; Machine Learning; Résolution de problèmes,Architecte SI,IGGLIA,83.48
STD_2026_0648,Étudiant,17,M,A,Réseaux informatiques; Infographie & 3D; Résolution de problèmes,Designer UI/UX,IMTICIA,69.04
STD_2026_0649,Étudiant,19,F,A1,Statistiques inférentielles; Machine Learning & Deep Learning; Résolution de problèmes,Data Scientist,ISAIA,50.05
STD_2026_0650,Étudiant,20,F,A2,Écotourisme & Biodiversité; Gestion de projets durables; Résolution de problèmes,Responsable Parc Naturel,TEE,77.16
STD_2026_0651,Étudiant,17,M,L,Communication interculturelle; Yield Management; Résolution de problèmes,Chef de projet Événementiel,TEH,79.3
STD_2026_0652,Étudiant,16,F,C,Negociation internationale; Techniques de Vente; Résolution de problèmes,Chef de Produit Marketing,CAA,81.75
STD_2026_0653,Étudiant,17,M,D,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Consultant Fiscaliste,DTJA,66.25
STD_2026_0654,Étudiant,19,M,S,Gestion de projet Agile/PMP; Étude d'impact économique; Résolution de problèmes,Analyste Économique,EMP,78.29
STD_2026_0655,Étudiant,18,F,G,Comptabilité générale & analytique; Contrôle de gestion; Résolution de problèmes,Directeur Financier (CFO),FIC,87.15
STD_2026_0656,Étudiant,17,M,Technique,Analyse des sols; Agronomie; Résolution de problèmes,Conseiller agricole,AEE,54.05
STD_2026_0657,Étudiant,17,F,A,Microbiologie; Contrôle qualité HACCP; Résolution de problèmes,Responsable Qualité HACCP,IAA,44.59
STD_2026_0658,Étudiant,21,F,A1,Pharmacologie; Normes GMP/BPF; Résolution de problèmes,Assistant de recherche galénique,PIP,54.44
STD_2026_0659,Étudiant,20,F,A2,Électrotechnique; Maintenance industrielle; Résolution de problèmes,Responsable Maintenance,EMII,46.56
STD_2026_0660,Étudiant,21,M,L,AutoCAD/Revit; Calcul de structures; Résolution de problèmes,Chef de chantier BTP,GCA,50.33
STD_2026_0661,Étudiant,20,F,C,Normes QHSE; Génie des procédés; Résolution de problèmes,Responsable d'extraction,ICMP,85.79
STD_2026_0662,Étudiant,21,F,D,Microcontrôleurs IoT; Signal & Traitement; Résolution de problèmes,Ingénieur Robotique,ESIIA,46.16
STD_2026_0663,Étudiant,21,M,S,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Ingénieur Génie Logiciel,IGGLIA,80.8
STD_2026_0664,Étudiant,21,M,G,Réseaux informatiques; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,78.95
STD_2026_0665,Étudiant,20,M,Technique,Python / R Data; PowerBI & Analytics; Résolution de problèmes,Data Scientist,ISAIA,53.43
STD_2026_0666,Étudiant,17,F,A,Gestion de projets durables; Écotourisme & Biodiversité; Résolution de problèmes,Responsable Parc Naturel,TEE,77.92
STD_2026_0667,Étudiant,21,M,A1,Management hôtelier; Yield Management; Résolution de problèmes,Manager d'Hôtel,TEH,80.03
STD_2026_0668,Étudiant,21,F,A2,Techniques de Vente; Analyse Marché; Résolution de problèmes,Directeur des Ventes,CAA,69.57
STD_2026_0669,Étudiant,16,F,L,Rédaction juridique; Droit des contrats; Résolution de problèmes,Consultant Fiscaliste,DTJA,75.31
STD_2026_0670,Étudiant,17,M,C,Analyse financière; Gestion de projet Agile/PMP; Résolution de problèmes,Consultant en Organisation,EMP,88.39
STD_2026_0671,Étudiant,20,F,D,Gestion de trésorerie; Contrôle de gestion; Résolution de problèmes,Auditeur Financier,FIC,73.26
STD_2026_0672,Étudiant,16,M,S,Agronomie; Analyse des sols; Résolution de problèmes,Conseiller agricole,AEE,85.12
STD_2026_0673,Étudiant,21,F,G,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,48.62
STD_2026_0674,Étudiant,19,F,Technique,Pharmacologie; Normes GMP/BPF; Résolution de problèmes,Assistant de recherche galénique,PIP,45.33
STD_2026_0675,Étudiant,21,M,A,CAO Mécanique; Électrotechnique; Résolution de problèmes,Ingénieur Électromécanicien,EMII,43.15
STD_2026_0676,Étudiant,18,F,A1,AutoCAD/Revit; Conduite de chantier BTP; Résolution de problèmes,Chef de chantier BTP,GCA,43.35
STD_2026_0677,Étudiant,16,F,A2,Génie des procédés; Géologie minière; Résolution de problèmes,Géologue minier,ICMP,43.45
STD_2026_0678,Étudiant,21,M,L,Électronique numérique; Microcontrôleurs IoT; Résolution de problèmes,Ingénieur Robotique,ESIIA,42.49
STD_2026_0679,Étudiant,20,F,C,SQL & Bases de données; Machine Learning; Résolution de problèmes,Data Scientist / IA,IGGLIA,77.78
STD_2026_0680,Étudiant,18,F,D,UI/UX Design; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,77.88
STD_2026_0681,Étudiant,18,M,S,PowerBI & Analytics; Machine Learning & Deep Learning; Résolution de problèmes,Consultant Big Data,ISAIA,83.14
STD_2026_0682,Étudiant,19,M,G,Écotourisme & Biodiversité; Guide & Médiation; Résolution de problèmes,Consultant Écotourisme,TEE,69.99
STD_2026_0683,Étudiant,19,F,Technique,Communication interculturelle; Yield Management; Résolution de problèmes,Manager d'Hôtel,TEH,47.49
STD_2026_0684,Étudiant,18,M,A,Marketing Digital; Techniques de Vente; Résolution de problèmes,Directeur des Ventes,CAA,69.68
STD_2026_0685,Étudiant,16,F,A1,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Consultant Fiscaliste,DTJA,88.72
STD_2026_0686,Étudiant,17,M,A2,Gestion des risques; Analyse financière; Résolution de problèmes,Scrum Master,EMP,66.09
STD_2026_0687,Étudiant,21,F,L,Audit financier; Contrôle de gestion; Résolution de problèmes,Comptable Senior,FIC,43.52
STD_2026_0688,Étudiant,18,M,C,Zootechnie; Analyse des sols; Résolution de problèmes,Agronome,AEE,85.69
STD_2026_0689,Étudiant,19,F,D,Process agroalimentaires; Microbiologie; Résolution de problèmes,Conducteur de ligne de production,IAA,83.15
STD_2026_0690,Étudiant,18,F,S,Normes GMP/BPF; Chimie organique; Résolution de problèmes,Assistant de recherche galénique,PIP,79.47
STD_2026_0691,Étudiant,18,F,G,CAO Mécanique; Électrotechnique; Résolution de problèmes,Ingénieur Électromécanicien,EMII,47.26
STD_2026_0692,Étudiant,16,M,Technique,AutoCAD/Revit; Métré et devis; Résolution de problèmes,Ingénieur Génie Civil,GCA,71.17
STD_2026_0693,Étudiant,19,M,A,Normes QHSE; Raffinage et extraction; Résolution de problèmes,Responsable d'extraction,ICMP,40.49
STD_2026_0694,Étudiant,20,M,A1,Microcontrôleurs IoT; C/C++ embarqué; Résolution de problèmes,Concepteur Électronique,ESIIA,58.44
STD_2026_0695,Étudiant,16,F,A2,Machine Learning; Algorithmique & Python; Résolution de problèmes,Ingénieur Génie Logiciel,IGGLIA,72.54
STD_2026_0696,Étudiant,17,M,L,UI/UX Design; Infographie & 3D; Résolution de problèmes,Administrateur Réseaux & TIC,IMTICIA,83.84
STD_2026_0697,Étudiant,16,M,C,PowerBI & Analytics; Statistiques inférentielles; Résolution de problèmes,Consultant Big Data,ISAIA,74.23
STD_2026_0698,Étudiant,16,F,D,Écotourisme & Biodiversité; Ingénierie touristique; Résolution de problèmes,Responsable Parc Naturel,TEE,78.19
STD_2026_0699,Étudiant,18,M,S,Communication interculturelle; Management hôtelier; Résolution de problèmes,Responsable d'Agence de Voyage,TEH,48.98
STD_2026_0700,Étudiant,16,M,G,Analyse Marché; Techniques de Vente; Résolution de problèmes,Business Developer,CAA,80.61
STD_2026_0701,Étudiant,21,M,Technique,Droit des contrats; Rédaction juridique; Résolution de problèmes,Assistant Juridique,DTJA,53.62
STD_2026_0702,Étudiant,18,M,A,Analyse financière; Étude d'impact économique; Résolution de problèmes,Scrum Master,EMP,68.74
STD_2026_0703,Étudiant,18,F,A1,Comptabilité générale & analytique; Audit financier; Résolution de problèmes,Comptable Senior,FIC,42.28
STD_2026_0704,Étudiant,21,F,A2,Analyse des sols; Agronomie; Résolution de problèmes,Chef d'exploitation,AEE,63.0
STD_2026_0705,Étudiant,19,M,L,Biochimie alimentaire; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,52.34
STD_2026_0706,Étudiant,16,M,C,Normes GMP/BPF; Pharmacologie; Résolution de problèmes,Délégué médical,PIP,78.38
STD_2026_0707,Étudiant,21,M,D,CAO Mécanique; Électrotechnique; Résolution de problèmes,Responsable Maintenance,EMII,73.46
STD_2026_0708,Étudiant,19,F,S,Conduite de chantier BTP; AutoCAD/Revit; Résolution de problèmes,Ingénieur Génie Civil,GCA,83.69
STD_2026_0709,Étudiant,17,M,G,Géologie minière; Normes QHSE; Résolution de problèmes,Géologue minier,ICMP,61.31
STD_2026_0710,Étudiant,18,M,Technique,Électronique numérique; Microcontrôleurs IoT; Résolution de problèmes,Développeur IoT,ESIIA,82.26
STD_2026_0711,Étudiant,18,M,A,SQL & Bases de données; Génie Logiciel & Java/Web; Résolution de problèmes,Data Scientist / IA,IGGLIA,77.1
STD_2026_0712,Étudiant,17,F,A1,Réseaux informatiques; Infographie & 3D; Résolution de problèmes,Designer UI/UX,IMTICIA,75.6
STD_2026_0713,Étudiant,20,M,A2,Machine Learning & Deep Learning; PowerBI & Analytics; Résolution de problèmes,Data Analyst,ISAIA,62.72
STD_2026_0714,Étudiant,16,M,L,Écotourisme & Biodiversité; Ingénierie touristique; Résolution de problèmes,Consultant Écotourisme,TEE,84.93
STD_2026_0715,Étudiant,16,F,C,Yield Management; Communication interculturelle; Résolution de problèmes,Directeur de l'Hébergement,TEH,41.82
STD_2026_0716,Étudiant,16,F,D,Marketing Digital; Techniques de Vente; Résolution de problèmes,Chef de Produit Marketing,CAA,77.08
STD_2026_0717,Étudiant,16,M,S,Droit des contrats; Rédaction juridique; Résolution de problèmes,Juriste d'Entreprise,DTJA,46.95
STD_2026_0718,Étudiant,21,M,G,Gestion de projet Agile/PMP; Analyse financière; Résolution de problèmes,Analyste Économique,EMP,80.92
STD_2026_0719,Étudiant,18,F,Technique,Comptabilité générale & analytique; Gestion de trésorerie; Résolution de problèmes,Directeur Financier (CFO),FIC,51.36
STD_2026_0720,Étudiant,16,M,A,Analyse des sols; Agronomie; Résolution de problèmes,Agronome,AEE,67.39
STD_2026_0721,Étudiant,20,F,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,54.64
STD_2026_0722,Étudiant,20,M,A2,Analyse en laboratoire; Normes GMP/BPF; Résolution de problèmes,Responsable contrôle qualité labo,PIP,57.17
STD_2026_0723,Étudiant,19,F,L,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Automaticien,EMII,36.36
STD_2026_0724,Étudiant,17,F,C,Calcul de structures; Conduite de chantier BTP; Résolution de problèmes,Architecte collaborateur,GCA,80.67
STD_2026_0725,Étudiant,16,F,D,Génie des procédés; Normes QHSE; Résolution de problèmes,Géologue minier,ICMP,79.01
STD_2026_0726,Étudiant,19,F,S,Signal & Traitement; C/C++ embarqué; Résolution de problèmes,Développeur IoT,ESIIA,78.57
STD_2026_0727,Étudiant,16,F,G,Machine Learning; Génie Logiciel & Java/Web; Résolution de problèmes,Data Scientist / IA,IGGLIA,74.61
STD_2026_0728,Étudiant,21,M,Technique,Développement Web/Mobile; Réseaux informatiques; Résolution de problèmes,Concepteur Multimédia,IMTICIA,70.05
STD_2026_0729,Étudiant,18,F,A,Python / R Data; Statistiques inférentielles; Résolution de problèmes,Data Scientist,ISAIA,46.89
STD_2026_0730,Étudiant,21,M,A1,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Responsable Parc Naturel,TEE,72.76
STD_2026_0731,Étudiant,20,M,A2,Communication interculturelle; Gestion événementielle; Résolution de problèmes,Manager d'Hôtel,TEH,82.42
STD_2026_0732,Étudiant,16,F,L,Negociation internationale; Marketing Digital; Résolution de problèmes,Business Developer,CAA,78.43
STD_2026_0733,Étudiant,16,F,C,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Gestionnaire de Contrats,DTJA,38.81
STD_2026_0734,Étudiant,16,F,D,Gestion des risques; Analyse financière; Résolution de problèmes,Consultant en Organisation,EMP,71.75
STD_2026_0735,Étudiant,21,M,S,Audit financier; Comptabilité générale & analytique; Résolution de problèmes,Comptable Senior,FIC,94.96
STD_2026_0736,Étudiant,19,F,G,Gestion d'exploitation; Agronomie; Résolution de problèmes,Agronome,AEE,56.33
STD_2026_0737,Étudiant,16,M,Technique,Microbiologie; Process agroalimentaires; Résolution de problèmes,Ingénieur Agroalimentaire,IAA,71.77
STD_2026_0738,Étudiant,17,M,A,Normes GMP/BPF; Pharmacologie; Résolution de problèmes,Assistant de recherche galénique,PIP,53.86
STD_2026_0739,Étudiant,20,M,A1,Maintenance industrielle; Électrotechnique; Résolution de problèmes,Concepteur Mécatronique,EMII,54.81
STD_2026_0740,Étudiant,16,F,A2,Conduite de chantier BTP; AutoCAD/Revit; Résolution de problèmes,Conducteur de travaux,GCA,46.41
STD_2026_0741,Étudiant,20,F,L,Raffinage et extraction; Normes QHSE; Résolution de problèmes,Géologue minier,ICMP,51.87
STD_2026_0742,Étudiant,20,F,C,Électronique numérique; Signal & Traitement; Résolution de problèmes,Ingénieur Robotique,ESIIA,79.88
STD_2026_0743,Étudiant,19,F,D,Machine Learning; Algorithmique & Python; Résolution de problèmes,Data Scientist / IA,IGGLIA,71.84
STD_2026_0744,Étudiant,21,M,S,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Développeur Web/Mobile,IMTICIA,81.41
STD_2026_0745,Étudiant,20,F,G,Machine Learning & Deep Learning; Python / R Data; Résolution de problèmes,Data Scientist,ISAIA,77.22
STD_2026_0746,Étudiant,17,M,Technique,Écotourisme & Biodiversité; Gestion de projets durables; Résolution de problèmes,Chef de projet Développement Durable,TEE,51.61
STD_2026_0747,Étudiant,16,F,A,Gestion événementielle; Management hôtelier; Résolution de problèmes,Chef de projet Événementiel,TEH,84.57
STD_2026_0748,Étudiant,17,F,A1,Techniques de Vente; Marketing Digital; Résolution de problèmes,Directeur des Ventes,CAA,73.03
STD_2026_0749,Étudiant,19,M,A2,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Consultant Fiscaliste,DTJA,76.34
STD_2026_0750,Étudiant,16,M,L,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Scrum Master,EMP,48.19
PRO_2026_0001,Professionnel,28,F,IAA,Process agroalimentaires; Biochimie alimentaire; Gestion de projet; Leadership,Responsable Qualité HACCP,IAA,88.26
PRO_2026_0002,Professionnel,42,F,PIP,Pharmacologie; Analyse en laboratoire; Gestion de projet; Leadership,Délégué médical,PIP,98.26
PRO_2026_0003,Professionnel,38,M,EMII,Maintenance industrielle; Automatisme PLC; Gestion de projet; Leadership,Concepteur Mécatronique,EMII,95.94
PRO_2026_0004,Professionnel,42,M,GCA,Calcul de structures; Métré et devis; Gestion de projet; Leadership,Chef de chantier BTP,GCA,78.61
PRO_2026_0005,Professionnel,41,F,ICMP,Génie des procédés; Normes QHSE; Gestion de projet; Leadership,Ingénieur Procédés,ICMP,78.33
PRO_2026_0006,Professionnel,36,F,ESIIA,Signal & Traitement; Microcontrôleurs IoT; Gestion de projet; Leadership,Concepteur Électronique,ESIIA,73.7
PRO_2026_0007,Professionnel,35,M,IGGLIA,SQL & Bases de données; Machine Learning; Gestion de projet; Leadership,Architecte SI,IGGLIA,74.46
PRO_2026_0008,Professionnel,36,M,IMTICIA,Infographie & 3D; Réseaux informatiques; Gestion de projet; Leadership,Développeur Web/Mobile,IMTICIA,98.26
PRO_2026_0009,Professionnel,27,F,ISAIA,Statistiques inférentielles; Python / R Data; Gestion de projet; Leadership,Data Analyst,ISAIA,75.35
PRO_2026_0010,Professionnel,32,M,TEE,Gestion de projets durables; Écotourisme & Biodiversité; Gestion de projet; Leadership,Responsable Parc Naturel,TEE,86.58
PRO_2026_0011,Professionnel,43,M,TEH,Gestion événementielle; Communication interculturelle; Gestion de projet; Leadership,Responsable d'Agence de Voyage,TEH,93.12
PRO_2026_0012,Professionnel,42,F,CAA,Techniques de Vente; Marketing Digital; Gestion de projet; Leadership,Directeur des Ventes,CAA,86.68
PRO_2026_0013,Professionnel,42,F,DTJA,Conseil d'entreprise; Rédaction juridique; Gestion de projet; Leadership,Gestionnaire de Contrats,DTJA,98.51
PRO_2026_0014,Professionnel,23,M,EMP,Analyse financière; Étude d'impact économique; Gestion de projet; Leadership,Scrum Master,EMP,78.73
PRO_2026_0015,Professionnel,33,M,FIC,Audit financier; Contrôle de gestion; Gestion de projet; Leadership,Auditeur Financier,FIC,86.32
PRO_2026_0016,Professionnel,45,M,AEE,Gestion d'exploitation; Zootechnie; Gestion de projet; Leadership,Chef d'exploitation,AEE,71.96
PRO_2026_0017,Professionnel,27,F,IAA,Contrôle qualité HACCP; Process agroalimentaires; Gestion de projet; Leadership,Biologiste industriel,IAA,90.46
PRO_2026_0018,Professionnel,44,M,PIP,Pharmacologie; Chimie organique; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,81.62
PRO_2026_0019,Professionnel,27,M,EMII,Maintenance industrielle; Électrotechnique; Gestion de projet; Leadership,Concepteur Mécatronique,EMII,97.44
PRO_2026_0020,Professionnel,29,F,GCA,Calcul de structures; AutoCAD/Revit; Gestion de projet; Leadership,Conducteur de travaux,GCA,79.26
PRO_2026_0021,Professionnel,50,M,ICMP,Raffinage et extraction; Normes QHSE; Gestion de projet; Leadership,Géologue minier,ICMP,90.12
PRO_2026_0022,Professionnel,29,M,ESIIA,Microcontrôleurs IoT; C/C++ embarqué; Gestion de projet; Leadership,Ingénieur Systèmes Embarqués,ESIIA,70.57
PRO_2026_0023,Professionnel,31,F,IGGLIA,Algorithmique & Python; Machine Learning; Gestion de projet; Leadership,Ingénieur Génie Logiciel,IGGLIA,98.59
PRO_2026_0024,Professionnel,26,M,IMTICIA,Réseaux informatiques; Développement Web/Mobile; Gestion de projet; Leadership,Administrateur Réseaux & TIC,IMTICIA,70.63
PRO_2026_0025,Professionnel,34,M,ISAIA,Statistiques inférentielles; PowerBI & Analytics; Gestion de projet; Leadership,Data Scientist,ISAIA,76.67
PRO_2026_0026,Professionnel,25,F,TEE,Écotourisme & Biodiversité; Ingénierie touristique; Gestion de projet; Leadership,Chef de projet Développement Durable,TEE,79.47
PRO_2026_0027,Professionnel,45,M,TEH,Communication interculturelle; Yield Management; Gestion de projet; Leadership,Responsable d'Agence de Voyage,TEH,94.92
PRO_2026_0028,Professionnel,31,M,CAA,Techniques de Vente; Negociation internationale; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,93.72
PRO_2026_0029,Professionnel,35,F,DTJA,Droit des contrats; Conseil d'entreprise; Gestion de projet; Leadership,Juriste d'Entreprise,DTJA,93.58
PRO_2026_0030,Professionnel,33,M,EMP,Gestion des risques; Étude d'impact économique; Gestion de projet; Leadership,Chef de Projet,EMP,72.19
PRO_2026_0031,Professionnel,49,F,FIC,Audit financier; Contrôle de gestion; Gestion de projet; Leadership,Contrôleur de Gestion,FIC,89.97
PRO_2026_0032,Professionnel,47,M,AEE,Agronomie; Zootechnie; Gestion de projet; Leadership,Responsable d'élevage,AEE,90.07
PRO_2026_0033,Professionnel,38,M,IAA,Contrôle qualité HACCP; Biochimie alimentaire; Gestion de projet; Leadership,Biologiste industriel,IAA,97.8
PRO_2026_0034,Professionnel,36,M,PIP,Chimie organique; Analyse en laboratoire; Gestion de projet; Leadership,Délégué médical,PIP,81.91
PRO_2026_0035,Professionnel,44,F,EMII,Maintenance industrielle; Automatisme PLC; Gestion de projet; Leadership,Automaticien,EMII,70.27
PRO_2026_0036,Professionnel,36,M,GCA,Métré et devis; Calcul de structures; Gestion de projet; Leadership,Ingénieur Génie Civil,GCA,71.59
PRO_2026_0037,Professionnel,44,F,ICMP,Raffinage et extraction; Normes QHSE; Gestion de projet; Leadership,Ingénieur QHSE,ICMP,82.92
PRO_2026_0038,Professionnel,29,M,ESIIA,C/C++ embarqué; Électronique numérique; Gestion de projet; Leadership,Ingénieur Systèmes Embarqués,ESIIA,92.2
PRO_2026_0039,Professionnel,24,M,IGGLIA,Algorithmique & Python; Machine Learning; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,91.25
